Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,
J,"Ghanizadegan, Khashayar; Hashim, Hashim A.",,,,"Ghanizadegan, Khashayar/MTE-9428-2025","Ghanizadegan, Khashayar/0009-0002-4806-9253; A. Hashim, Hashim/0000-0003-2376-0603",,,,,Quaternion-Based Unscented Kalman Filter for 6-DoF Vision-Based Inertial Navigation in GPS-Denied Regions,,,,,,,,IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT,,,,74,,,,,,8500713,,,10.1109/TIM.2024.3509582,,,,,,,Article,2025,2025,"This article investigates the orientation, position, and linear velocity estimation problem of a rigid-body moving in 3-D space with six degrees-of-freedom (6-DoF). The highly nonlinear navigation kinematics are formulated to ensure global representation of the navigation problem. A computationally efficient quaternion-based navigation unscented Kalman filter (QNUKF) is proposed to imitate the true nonlinear navigation kinematics and utilize onboard visual-inertial navigation (VIN) units to achieve successful Global Positioning System (GPS)-denied navigation. The proposed QNUKF is designed in the discrete form to operate based on the data fusion of photographs garnered by a vision unit (stereo or monocular camera) and information collected by a low-cost inertial measurement unit (IMU). The photographs are processed to extract feature points in 3-D space, while the six-axis IMU supplies angular velocity and accelerometer measurements expressed with respect to the body frame. Robustness and effectiveness of the proposed QNUKF have been confirmed through experiments on a real-world dataset collected by a drone navigating in 3-D and consisting of stereo images and six-axis IMU measurements. Also, the proposed approach is validated against state-of-the-art filtering techniques.",,,,,,,,,10,0,0,0,0,0,12,12,35,0018-9456,1557-9662,,,,,,,,,,,,,,2024-12-28,WOS:001378163300018,,
J,"Wang, Feng; Zou, Yang; Zhang, Cheng; Buzzatto, Joao; Liarokapis, Minas; Castillo, Enrique del Rey; Lim, James B. P.",,,,"Lim, James Boon Piang/K-7195-2013; Liarokapis, Minas/E-1990-2015; Wang, Feng/GYQ-7930-2022; ZOU, YANG/HLQ-0796-2023","Lim, James Boon Piang/0000-0001-9720-8518; Liarokapis, Minas/0000-0002-6016-1477; Wang, Feng/0000-0002-0576-729X; Zhang, Cheng/0000-0001-9646-937X; ZOU, YANG/0000-0001-6150-6126",,,,,UAV navigation in large-scale GPS-denied bridge environments using fiducial marker-corrected stereo visual-inertial localisation,,,,,,,,AUTOMATION IN CONSTRUCTION,,,,156,,,,,,105139,,,10.1016/j.autcon.2023.105139,,,,,OCT 2023,,Article,DEC 2023,2023,"The use of Unmanned Aerial Vehicles (UAVs) for bridge inspection has gained popularity recently; however, accurately localising the UAV in GPS-denied areas is still challenging, which hinders the development of fully autonomous UAV-assisted bridge inspection solutions. This paper proposes a fiducial marker-corrected stereo visual-inertial localisation (FMC-SVIL) method, running on a resource-constrained onboard computer, to estimate UAV's global pose underneath bridge girders. The proposed FMC-SVIL utilises an optimised stereo visualinertial odometry for continuous relative pose estimation between consecutive camera frames and an improved AprilTag2-based measurement algorithm for accurate global referencing and periodic pose corrections. The method is validated through extensive experiments, and the results show that the FMC-SVIL achieved UAV localisation with a root mean square error of 0.416 m in sunny conditions and 0.340 m in cloudy conditions. FMC-SVIL outperforms the leading vision-based simultaneous localisation and mapping (SLAM) algorithms for flights over multiple bridge spans.",,,,,,,,,17,1,0,0,0,0,18,5,45,0926-5805,1872-7891,,,,,,,,,,,,,,2024-02-05,WOS:001149077600001,,
J,"Xie, Chen; Wu, Binbin; Guo, Daoxing; Chen, Xiao",,,,"Wu, Xinyi/NWH-5120-2025","Xie, Chen/0009-0006-8165-818X",,,,,Autonomous Navigation UAVs for Enhancing Information Freshness for Reconnaissance,,,,,,,,ELECTRONICS,,,,13,7,,,,,1354,,,10.3390/electronics13071354,,,,,,,Article,APR 2024,2024,"The demand for autonomous navigation UAVs in reconnaissance is steadily increasing. One crucial aspect of these missions is the freshness of reconnaissance information, which serves as a vital indicator of mission effectiveness. However, there is a lack of targeted investigation in the research on autonomous single/multi-UAV missions and joint path planning. Furthermore, the use of visual-inertial odometry (VIO) in rotary-wing UAVs can lead to significant positional drift during flight, which may result in the loss of the UAV and mission failure. This paper investigates joint planning problems in single/multi-UAV reconnaissance missions under both GPS-available and GPS-unavailable scenarios and proposes an integrated data collection and beacon-assisted localization approach. Finally, the numerical results demonstrate the effectiveness of the proposed scheme in enhancing the freshness of reconnaissance information.",,,,,,,,,2,0,0,0,0,0,2,2,11,,2079-9292,,,,,,,,,,,,,,2024-04-16,WOS:001200977900001,,
C,"Song, Junlin; Sanchez-Cuevas, Pedro J.; Richard, Antoine; Rajan, Raj Thilak; Olivares-Mendez, Miguel",,,IEEE,"Olivares-Mendez, Miguel Angel/Y-4837-2019; Rajan, Raj Thilak/G-4387-2013; Sanchez-Cuevas, P./L-4623-2017","Olivares-Mendez, Miguel Angel/0000-0001-8824-3231; Song, Junlin/0000-0001-9690-7253; Rajan, Raj Thilak/0000-0002-6443-9624;",,,,,GPS-VIO Fusion with Online Rotational Calibration,,,,,,,,2024 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA 2024),,IEEE International Conference on Robotics and Automation ICRA,,,,,,11906,11912,,,,10.1109/ICRA57147.2024.10611466,,,,,,,Proceedings Paper,2024,2024,"Accurate global localization is crucial for autonomous navigation and planning. To this end, various GPS-aided Visual-Inertial Odometry (GPS-VIO) fusion algorithms are proposed in the literature. This paper presents a novel GPS-VIO system that is able to significantly benefit from the online calibration of the rotational extrinsic parameter between the GPS reference frame and the VIO reference frame. The behind reason is this parameter is observable. This paper provides novel proof through nonlinear observability analysis. We also evaluate the proposed algorithm extensively on diverse platforms, including flying UAV and driving vehicle. The experimental results support the observability analysis and show increased localization accuracy in comparison to state-ofthe-art (SOTA) tightly-coupled algorithms.",,,,,IEEE International Conference on Robotics and Automation (ICRA)IEEE International Conference on Robotics and Automation (ICRA),"MAY 13-17, 2024MAY 13-17, 2024",IEEE; IEEE Robot & Automat SocIEEE; IEEE Robot & Automat Soc,"Yokohama, JAPANYokohama, JAPAN",1,0,0,0,0,0,1,1,2,1050-4729,2577-087X,979-8-3503-8458-1; 979-8-3503-8457-4,,,,,,,,,,,,,2025-03-02,WOS:001369728002063,,
C,"Zheng, Xi; Wen, Weisong; Hsu, Li-Ta",,,IEEE,"Hsu, Li-Ta/I-9078-2014",,,,,,Tightly-coupled Line Feature-aided Visual Inertial Localization within Lightweight 3D Prior Map for Intelligent Vehicles,,,,,,,,"2023 IEEE 26TH INTERNATIONAL CONFERENCE ON INTELLIGENT TRANSPORTATION SYSTEMS, ITSC",,IEEE International Conference on Intelligent Transportation Systems-ITSC,,,,,,6019,6026,,,,10.1109/ITSC57777.2023.10422196,,,,,,,Proceedings Paper,2023,2023,"Visual-inertial navigation system (VINS) is widely used for autonomous platforms but suffers from drifting over a long time. To remedy this situation, a lightweight 3D prior map-aided visual-inertial navigation system is presented in this paper, which tightly couples the visual-inertial data stream with a lightweight prior map involving 3D line information. To fill the gaps between 3D maps and 2D images, the mutual geometric feature of line segments is utilized to connect these two types of information in different dimensions. By detecting and matching line features in two data sources, the line pairs are utilized as constraints in the nonlinear optimization model and added to the existing factor graph framework in a tightly coupled form. Meanwhile, a fast line feature tracking strategy is employed to monitor and remove extreme outliers, which will further improve the reliability of this structural characteristic during the cross-modality localization. The effectiveness of the proposed method is evaluated by public indoor unmanned aerial vehicles (UAV) datasets, and outdoor unmanned ground vehicles (UGV) datasets generated by the CARLA simulator.",,,,,IEEE 26th International Conference on Intelligent Transportation Systems (ITSC)IEEE 26th International Conference on Intelligent Transportation Systems (ITSC),"SEP 24-28, 2023SEP 24-28, 2023",IEEEIEEE,"Bilbao, SPAINBilbao, SPAIN",1,0,0,0,0,0,1,1,3,2153-0009,,979-8-3503-9946-2,,,,,,,,,,,,,2023-01-01,WOS:001178996706009,,
C,"Sun, Shangzhe; Chen, Chi; Wang, Zhiye; Zhou, Jian; Li, Liuchun; Yang, Bisheng; Cong, Yangzi; Wang, Haoyu",,,,"Yang, Bisheng/A-4642-2013; SUN, SHANGZHE/HOF-1768-2023; Zhou, Jian/IAL-9072-2023","SUN, SHANGZHE/0009-0005-0096-8454;","El-Sheimy, N; Abdelbary, AA; El-Bendary, N; Mohasseb, Y",,,,Real-Time UAV 3D Image Point Clouds Mapping,,,,,,,,"GEOSPATIAL WEEK 2023, VOL. 10-1",,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",,,,,,1097,1104,,,,10.5194/isprs-annals-X-1-W1-2023-1097-2023,,,,,,,Proceedings Paper,2023,2023,"This paper proposes a real-time 3D image point clouds mapping algorithm for UAVs that is capable of mapping effectively in weak GNSS environments. And a UAV mapping system is integrated with a RGB camera, an inertial measurement unit (IMU), a GNSS receiver, data transmission devices, and a DJI M300 flight platform. To achieve real-time and robust mapping, the system utilizes a visual-inertial odometry (VIO) that tightly couples GNSS, RGB image, and IMU, which provides stable state estimation information for mapping. Subsequently, a dense matching algorithm based on key frames is adopted to recover 3D mapping information with low-computational cost. Extensive experiments are conducted on our test site, demonstrating the system's ability to build maps stably, even under the effect of wind. The results compared with the trajectory reconstructed by Pix4D show that the system achieves competitive accuracy of pose estimation and is capable of real-time mapping.",,,,,5th International-Society-for-Photogrammetry-and-Remote-Sensing (ISPRS) Geospatial Week (GSW)5th International-Society-for-Photogrammetry-and-Remote-Sensing (ISPRS) Geospatial Week (GSW),"SEP 02-07, 2023SEP 02-07, 2023",Int Soc Photogrammetry & Remote SensingInt Soc Photogrammetry & Remote Sensing,"Cairo, EGYPTCairo, EGYPT",5,1,0,0,0,0,6,2,8,2194-9042,2194-9050,*****************,,,,,,,,,,,,,2024-04-03,WOS:001185683800143,,
J,"Kuhne, Jonas; Magno, Michele; Benini, Luca",,,,"Magno, Michele/AEQ-0927-2022","Magno, Michele/0000-0003-0368-8923; BENINI, LUCA/0000-0001-8068-3806; Kühne, Jonas/0000-0003-4632-8856",,,,,Low Latency Visual Inertial Odometry With On-Sensor Accelerated Optical Flow for Resource-Constrained UAVs,,,,,,,,IEEE SENSORS JOURNAL,,,,25,5,,,7838,7847,,,,10.1109/JSEN.2024.3406948,,,,,,,Article,MAR 1 2025,2025,"Visual inertial odometry (VIO) is the task of estimating the movement trajectory of an agent from an onboard camera stream fused with additional inertial measurement unit (IMU) measurements. A crucial subtask within VIO is the tracking of features, which can be achieved through optical flow (OF). As the calculation of OF is a resource-demanding task in terms of computational load and memory footprint, which needs to be executed at low latency, especially in robotic applications, OF estimation is today performed on powerful CPUs or GPUs. This restricts its use in a broad spectrum of applications where the deployment of such powerful, power-hungry processors is unfeasible due to constraints related to cost, size, and power consumption. On-sensor hardware acceleration is a promising approach to enable low latency VIO even on resource-constrained devices such as nano drones. This article assesses the speed-up in a VIO sensor system exploiting a compact OF sensor consisting of a global shutter camera and an application-specific integrated circuit (ASIC). By replacing the feature tracking logic of the VINS-Mono pipeline with data from this OF camera, we demonstrate a 49.4% reduction in latency and a 53.7% reduction of compute load of the VIO pipeline over the original VINS-Mono implementation, allowing VINS-Mono operation up to 50 FPS instead of 20 FPS on the quad-core ARM Cortex-A72 processor of a Raspberry Pi Compute Module 4.",,,,,,,,,3,0,0,0,0,0,4,4,11,1530-437X,1558-1748,,,,,,,,,,,,,,2025-03-15,WOS:001438236600028,,
J,"Ghanizadegan, Khashayar; Hashim, Hashim A.",,,,"Ghanizadegan, Khashayar/MTE-9428-2025","Ghanizadegan, Khashayar/0009-0002-4806-9253; A. Hashim, Hashim/0000-0003-2376-0603",,,,,DeepUKF-VIN: Adaptively-tuned Deep Unscented Kalman Filter for 3D Visual-Inertial Navigation based on IMU-Vision-Net,,,,,,,,EXPERT SYSTEMS WITH APPLICATIONS,,,,271,,,,,,126656,,,10.1016/j.eswa.2025.126656,,,,,FEB 2025,,Article,MAY 1 2025,2025,"This paper addresses the challenge of estimating the orientation, position, and velocity of a vehicle operating in three-dimensional (3D) space with six degrees of freedom (6-DoF). A Deep Learning-based Adaptation Mechanism (DLAM) is proposed to adaptively tune the noise covariance matrices of Kalman-type filters for the Visual-Inertial Navigation (VIN) problem, leveraging IMU-Vision-Net. Subsequently, an adaptively tuned Deep Learning Unscented Kalman Filter for 3D VIN (DeepUKF-VIN) is introduced to utilize the proposed DLAM, thereby robustly estimating key navigation components, including orientation, position, and linear velocity. The proposed DeepUKF-VIN integrates data from onboard sensors, specifically an inertial measurement unit (IMU) and visual feature points extracted from a camera, and is applicable for GPS-denied navigation. Its quaternion-based design effectively captures navigation nonlinearities and avoids the singularities commonly encountered with Euler-angle-based filters. Implemented indiscrete space, the DeepUKF-VIN facilitates practical filter deployment. The filter's performance is evaluated using real-world data collected from an IMU and a stereo camera at low sampling rates. The results demonstrate filter stability and rapid attenuation of estimation errors, highlighting its high estimation accuracy. Furthermore, comparative testing against the standard Unscented Kalman Filter (UKF) in two scenarios consistently shows superior performance across all navigation components, thereby validating the efficacy and robustness of the proposed DeepUKF-VIN.",,,,,,,,,5,0,0,0,0,0,5,14,48,0957-4174,1873-6793,,,,,,,,,,,,,,2025-02-14,WOS:001417233000001,,
C,"Vempati, Anurag Sai; Gilitschenski, Igor; Nieto, Juan; Beardsley, Paul; Siegwart, Roland",,,,"; Siegwart, Roland/A-4495-2008","Vempati, Anurag Sai/0000-0001-9533-7930;","Bicchi, A; Okamura, A",,,,Onboard Real-time Dense Reconstruction of Large-scale Environments for UAV,,,,,,,,2017 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),,IEEE International Conference on Intelligent Robots and Systems,,,,,,3479,3486,,,,,,,,,,,Proceedings Paper,2017,2017,"In this paper, we propose a GPU parallelized SLAM system capable of using photometric and inertial data together with depth data from an active RGB-D sensor to build accurate dense 3D maps of indoor environments. We describe several extensions to existing dense SLAM techniques that allow us to operate in real-time onboard memory constrained robotic platforms. Our primary contribution is a memory management algorithm that scales to large scenes without being limited by GPU memory resources. Moreover, by integrating a visual-inertial odometry system, we robustly track the camera pose even on an agile platform such as a quadrotor UAV. Our robust camera tracking framework can deal with fast camera motions and varying environments by relying on depth, color and inertial motion cues. Global consistency is achieved via regular checking for loop closures in conjunction with a pose graph, as a basis for corrective deformation of the 3D map. Our efficient SLAM system is capable of producing highly dense meshes up to 5mm resolution at rates close to 60Hz fully onboard a UAV. Experimental validations both in simulation and on a real-world platform, show that our approach is fast, more robust and more memory efficient than state-of-the-art techniques, while obtaining better or comparable accuracy.",,,,,IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"SEP 24-28, 2017SEP 24-28, 2017",IEEE; RSJ; IEEE Robot & Automat Soc; IEEE IES; SICE; New Technol FdnIEEE; RSJ; IEEE Robot & Automat Soc; IEEE IES; SICE; New Technol Fdn,"Vancouver, CANADAVancouver, CANADA",11,0,0,0,0,0,13,1,11,2153-0858,,978-1-5386-2682-5,,,,,,,,,,,,,2018-04-03,WOS:000426978203070,,
J,"Lyu, Yang; Yuan, Shenghai; Xie, Lihua",,,,"Yuan, Shenghai/JDM-6241-2023; Xie, Lihua/D-2236-2009","Yuan, Shenghai/0009-0003-1887-6342; Xie, Lihua/0000-0002-7137-4136",,,,,Structure Priors Aided Visual-Inertial Navigation in Building Inspection Tasks With Auxiliary Line Features,,,,,,,,IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS,,,,58,4,,,3037,3048,,,,10.1109/TAES.2022.3142663,,,,,,,Article,AUG 2022,2022,"The article proposes a visual-inertial navigation method to support the autonomous operation of a quadrotor UAV during the building facade inspection tasks, where state-of-the-art vision-based localization methods may fail due to texture point feature insufficiency. Considering the appearance characteristics of the building facades, we additionally fuse line features and their corresponding structure prior information to the sliding-window-based estimator to improve localization reliability and accuracy. The contribution of the proposed method lies mainly in two aspects. First, we develop an informative feature selection mechanism according to the facade patterns and the inspection trajectory patterns to make a balance between localization accuracy and computation overheads. Second, we further utilize structure prior information, which is defined as line-to-line and point-to-line relationships, as another source of high-fidelity measurement to restrain the localization drifts. The proposed method is tested not only on public datasets, but also on an actual flight data package recorded in a building inspection task. Experimental results show that the proposed method can serve as a practical tool for navigating a robot in a building inspection task, with improved localization reliability and accuracy.",,,,,,,,,10,1,0,0,0,0,12,2,33,0018-9251,1557-9603,,,,,,,,,,,,,,2022-10-20,WOS:000838710200032,,
C,"Kalaitzakis, Michail; Carroll, Sabrina; Ambrosi, Anand; Whitehead, Camden; Vitzilaios, Nikolaos",,,IEEE,"Vitzilaios, Nikolaos/AGD-3349-2022","Vitzilaios, Nikolaos/0000-0003-1252-586X; Kalaitzakis, Michail/0000-0003-4889-3330",,,,,Experimental Comparison of Fiducial Markers for Pose Estimation,,,,,,,,2020 INTERNATIONAL CONFERENCE ON UNMANNED AIRCRAFT SYSTEMS (ICUAS'20),,International Conference on Unmanned Aircraft Systems,,,,,,781,789,,,,10.1109/icuas48674.2020.9213977,,,,,,,Proceedings Paper,2020,2020,"Accurate localization is crucial for the autonomous navigation and control of Unmanned Aircraft Systems (UAS). In most applications, localization is provided from a Global Navigation Satellite System like GPS and Galileo or more recently from Visual Odometry, Visual-Inertial Odometry, and Simultaneous Localization and Mapping methods. In many cases though, especially when precise maneuvers are required, fiducial markers are used. Fiducial markers are able to provide accurate localization data and have been used in many applications where reliable pose measurements are needed for specific objects or locations. This paper presents an experimental comparison of four different open-source fiducial markers that are widely used in UAS applications (ARTag, AprilTag, ArUco, and STag). The fiducial markers are evaluated based on their localization capabilities as well as their computational efficiency. To facilitate the comparison, a ROS package for the STag marker is developed and publicly released.",,,,,International Conference on Unmanned Aircraft Systems (ICUAS)International Conference on Unmanned Aircraft Systems (ICUAS),"SEP 01-04, 2020SEP 01-04, 2020","IEEE; IEEE CSS; IEEE Robot & Automat Soc; MCA; ICUAS Assoc; Univ Denver; Univ Denver, Daniel Felix Ritchie Sch Engn & Comp Sci; Tech Univ Crete, Sch Prod Engn & Management; Democritus Univ Thrace; NYU Abu Dhabi; Aristotle Univ Thessaloniki, Dept Mech Engn, Lab Fluid Mech & Trubomachinery; ALTUS; DRONE NODES; Journal Unmanned Vehicle SystIEEE; IEEE CSS; IEEE Robot & Automat Soc; MCA; ICUAS Assoc; Univ Denver; Univ Denver, Daniel Felix Ritchie Sch Engn & Comp Sci; Tech Univ Crete, Sch Prod Engn & Management; Democritus Univ Thrace; NYU Abu Dhabi; Aristotle Univ Thessaloniki, Dept Mech Engn, Lab Fluid Mech & Trubomachinery; ALTUS; DRONE NODES; Journal Unmanned Vehicle Syst","Athens, GREECEAthens, GREECE",47,0,0,0,1,0,58,0,14,2373-6720,,978-1-7281-4278-4,,,,,,,,,,,,,2021-02-23,WOS:000612041300104,,
J,"Yang, Peiwen; Wen, Weisong; Bai, Shiyu; Hu, Jiahao",,,,"; Bai, Shiyu/AAM-9533-2021","HU, JIAHAO/0000-0002-4943-7700;",,,,,Online Dynamic Model Calibration for Reliable Control of Quadrotor Based on Factor Graph Optimization,,,,,,,,IEEE TRANSACTIONS ON AEROSPACE AND ELECTRONIC SYSTEMS,,,,61,5,,,11254,11266,,,,10.1109/TAES.2025.3566347,,,,,,,Article,OCT 2025,2025,"Precise dynamic model calibration is essential in achieving reliable control of unmanned aerial vehicles (UAVs). However, the existing methods tend to use simplified dynamic models and cannot adapt to variations of the dynamic model. To fill this gap, this article explores an online dynamic model calibration (ODMC) method for the quadrotor based on factor graph optimization. First, the dynamic model is derived with more error terms, such as the center of gravity, aerodynamic drag, HVT disturbance, and viscous effect. Moreover, the IMU-body extrinsic parameters and the gravity vector are also identified online. Second, the pose is estimated based on the visual-inertial odometry together with the dynamic model parameters. The proposed method is validated using open-source and self-collected datasets. The evaluation demonstrates that the ODMC performs even better than the state-of-the-art data-driven methods in force and torque prediction when the maximum velocity is less than 9 m/s. Furthermore, the effectiveness of the proposed method is validated by applying the estimated model in the differential-flatness-based controller.",,,,,,,,,0,0,0,0,0,0,0,6,6,0018-9251,1557-9603,,,,,,,,,,,,,,2025-10-30,WOS:001595008200015,,
C,"Yang, Teaya; Mueller, Mark W.",,,,,,,,,,AgriNav: UAV Simulator for Vision-based Navigation in Agricultural Environments,,,,,,,,IFAC PAPERSONLINE,,,,59,23,,,23,27,,,,10.1016/j.ifacol.2025.11.757,,,,,DEC 2025,,Proceedings Paper,2025,2025,"We present AgriNav, a simulator for vision-based navigation and data collection for unmanned aerial vehicles (UAVs) in agricultural environments. Developing autonomous aerial robots for large-scale agricultural data collection requires significant effort in hardware-software integration, especially for accurate state estimation and navigation. While many existing simulators offer image generation features, they are not designed for direct use with visual-inertial odometry (VIO) packages, which depend on precise sensor calibration, data synchronization, and specific message formats. We address this challenge by generating synthetic data that mimic physical sensor outputs and providing a modular communication framework, enabling users to efficiently experiment with odometry and navigation algorithms without requiring hardware testing. Using Unity for rendering, we provide pre-built maps and plant models for rapid testing and simple scene customization. AgriNav is open source and available at: https://github.com/Teaya-Yang/AgriNav.git. Copyright (c) 2025 The Authors. This is an open access article under the CC BY-NC-ND license (https://creativecommons.org/licenses/by-nc-nd/4.0/)",,,,,"8th IFAC Conference on Sensing, Control and Automation Technologies for Agriculture (AGRICONTROL)8th IFAC Conference on Sensing, Control and Automation Technologies for Agriculture (AGRICONTROL)","AUG 27-29, 2025AUG 27-29, 2025","Int Federat Automat Control, Tech Comm 8 1 Control Agr; Int Federat Automat Control, Tech Comm 4 2 Mechatron Syst; Int Federat Automat Control, Tech Comm 7 5 Intelligent Autonomous Vehicles; Int Federat Automat Control, Tech Comm 8 4 Biosystems & Bioprocesses; Univ Calif, Davis; The Reservoir; Farm Robot Challenge; Testopia IncInt Federat Automat Control, Tech Comm 8 1 Control Agr; Int Federat Automat Control, Tech Comm 4 2 Mechatron Syst; Int Federat Automat Control, Tech Comm 7 5 Intelligent Autonomous Vehicles; Int Federat Automat Control, Tech Comm 8 4 Biosystems & Bioprocesses; Univ Calif, Davis; The Reservoir; Farm Robot Challenge; Testopia Inc","Davis, CADavis, CA",0,0,0,0,0,0,0,0,0,2405-8963,,,,,,,,,,,,,,,2026-02-11,WOS:001637569700006,,
J,"Zhang, Bing; Shao, Xiangyu; Wang, Yankun; Sun, Guanghui; Yao, Weiran",,,,"; Yao, Weiran/N-2543-2019","Shao, Xiangyu/0000-0002-7779-2267; Yao, Weiran/0000-0002-6570-3888",,,,,R-LVIO: Resilient LiDAR-Visual-Inertial Odometry for UAVs in GNSS-denied Environment,,,,,,,,DRONES,,,,8,9,,,,,487,,,10.3390/drones8090487,,,,,,,Article,SEP 2024,2024,"In low-altitude, GNSS-denied scenarios, Unmanned aerial vehicles (UAVs) rely on sensor fusion for self-localization. This article presents a resilient multi-sensor fusion localization system that integrates light detection and ranging (LiDAR), cameras, and inertial measurement units (IMUs) to achieve state estimation for UAVs. To address challenging environments, especially unstructured ones, IMU predictions are used to compensate for pose estimation in the visual and LiDAR components. Specifically, the accuracy of IMU predictions is enhanced by increasing the correction frequency of IMU bias through data integration from the LiDAR and visual modules. To reduce the impact of random errors and measurement noise in LiDAR points on visual depth measurement, cross-validation of visual feature depth is performed using reprojection error to eliminate outliers. Additionally, a structure monitor is introduced to switch operation modes in hybrid point cloud registration, ensuring accurate state estimation in both structured and unstructured environments. In unstructured scenes, a geometric primitive capable of representing irregular planes is employed for point-to-surface registration, along with a novel pose-solving method to estimate the UAV's pose. Both private and public datasets collected by UAVs validate the proposed system, proving that it outperforms state-of-the-art algorithms by at least 12.6%.",,,,,,,,,6,0,0,0,0,0,7,8,26,,2504-446X,,,,,,,,,,,,,,2024-10-07,WOS:001323370000001,,
C,"Xu, Chengan; Shi, Yingjing; Zhou, Chen",,,IEEE,,,,,,,Multi-sensor fusion framework based on GPS state detection,,,,,,,,"2023 2ND CONFERENCE ON FULLY ACTUATED SYSTEM THEORY AND APPLICATIONS, CFASTA",,,,,,,,624,629,,,,10.1109/CFASTA57821.2023.10243321,,,,,,,Proceedings Paper,2023,2023,"In this paper, a GPS Fusion Framework Based on Graph Optimization is proposed. Integrating visual inertial navigation odometer, a robust and high-precision UAV positioning algorithm for indoor and outdoor complex environments is completed. By using the proposed method, UAV platform can accurately obtain its own pose in indoor and outdoor, tunnel and other different environments. Compared with the pure visual positioning algorithm, the proposed multi-sensor fusion algorithm based on GPS state detection improves the positioning accuracy significantly. Finally, the algorithm is verified on the KITTI dataset and the quadrotor UAV platform. It is proven that the proposed algorithm has high precision and strong robustness.",,,,,2nd Conference on Fully Actuated System Theory and Applications (CFASTA)2nd Conference on Fully Actuated System Theory and Applications (CFASTA),"JUL 14-16, 2023JUL 14-16, 2023","CAA, Tech Comm Fully Actuated Syst Theory & Applicat; IEEE Ind Elect Soc; IEEE Beijing Sect; CAA, Tech Comm Control Theory; So Univ Sci & Technol; Harbin Inst Technol; China Univ Petr; Qingdao UnivCAA, Tech Comm Fully Actuated Syst Theory & Applicat; IEEE Ind Elect Soc; IEEE Beijing Sect; CAA, Tech Comm Control Theory; So Univ Sci & Technol; Harbin Inst Technol; China Univ Petr; Qingdao Univ","Shandong Univ Sci & Technol, Coll Elect Engn & Automat, Qingdao, PEOPLES R CHINAShandong Univ Sci & Technol, Coll Elect Engn & Automat, Qingdao, PEOPLES R CHINA",2,0,0,0,0,0,2,1,12,,,979-8-3503-3216-2,,,,,,,,,,,,,2023-10-26,WOS:001071052200108,,
